Time, GoodsNb, price, CustoNb, PosX_cust, PosY_cust, PosX_stor, PosY_stor, Dist
1, 0, 0, -0.314274, 20, 87, 82, 
1, 0, 0, -0.314274, 20, 87, 82, 
1, 0, 0, -0.314274, 20, 87, 82, 
1, 0, 0, -0.314274, 20, 87, 82, 
1, 0, 0, -0.314274, 20, 87, 82, 
1, 0, 0, -0.314274, 20, 87, 82, 
1, 0, 0, -0.314274, 20, 87, 82, 
1, 0, 0, -0.314274, 20, 87, 82, 
1, 0, 0, -0.314274, 20, 87, 82, 
1, 0, 0, -0.314274, 20, 87, 82, 
2, 0, 0, -0.314274, 20, 87, 82, 
2, 0, 0, -0.314274, 20, 87, 82, 
2, 0, 0, -0.314274, 20, 87, 82, 
2, 0, 0, -0.314274, 20, 87, 82, 
2, 0, 0, -0.314274, 20, 87, 82, 
2, 0, 0, -0.314274, 20, 87, 82, 
2, 0, 0, -0.314274, 20, 87, 82, 
2, 0, 0, -0.314274, 20, 87, 82, 
2, 0, 0, -0.314274, 20, 87, 82, 
2, 0, 0, -0.314274, 20, 87, 82, 
3, 0, 0, -0.314274, 20, 87, 82, 
3, 0, 0, -0.314274, 20, 87, 82, 
3, 0, 0, -0.314274, 20, 87, 82, 
3, 0, 0, -0.314274, 20, 87, 82, 
3, 0, 0, -0.314274, 20, 87, 82, 
3, 0, 0, -0.314274, 20, 87, 82, 
3, 0, 0, -0.314274, 20, 87, 82, 
3, 0, 0, -0.314274, 20, 87, 82, 
3, 0, 0, -0.314274, 20, 87, 82, 
3, 0, 0, -0.314274, 20, 87, 82, 
4, 0, 0, -0.314274, 20, 87, 82, 
4, 0, 0, -0.314274, 20, 87, 82, 
4, 0, 0, -0.314274, 20, 87, 82, 
4, 0, 0, -0.314274, 20, 87, 82, 
4, 0, 0, -0.314274, 20, 87, 82, 
4, 0, 0, -0.314274, 20, 87, 82, 
4, 0, 0, -0.314274, 20, 87, 82, 
4, 0, 0, -0.314274, 20, 87, 82, 
4, 0, 0, -0.314274, 20, 87, 82, 
4, 0, 0, -0.314274, 20, 87, 82, 
5, 0, 0, -0.314274, 20, 87, 82, 
5, 0, 0, -0.314274, 20, 87, 82, 
5, 0, 0, -0.314274, 20, 87, 82, 
5, 0, 0, -0.314274, 20, 87, 82, 
5, 0, 0, -0.314274, 20, 87, 82, 
5, 0, 0, -0.314274, 20, 87, 82, 
5, 0, 0, -0.314274, 20, 87, 82, 
5, 0, 0, -0.314274, 20, 87, 82, 
5, 0, 0, -0.314274, 20, 87, 82, 
5, 0, 0, -0.314274, 20, 87, 82, 
6, 0, 0, -0.314274, 20, 87, 82, 
6, 0, 0, -0.314274, 20, 87, 82, 
6, 0, 0, -0.314274, 20, 87, 82, 
6, 0, 0, -0.314274, 20, 87, 82, 
6, 0, 0, -0.314274, 20, 87, 82, 
6, 0, 0, -0.314274, 20, 87, 82, 
6, 0, 0, -0.314274, 20, 87, 82, 
6, 0, 0, -0.314274, 20, 87, 82, 
6, 0, 0, -0.314274, 20, 87, 82, 
6, 0, 0, -0.314274, 20, 87, 82, 
7, 0, 0, -0.314274, 20, 87, 82, 
7, 0, 0, -0.314274, 20, 87, 82, 
7, 0, 0, -0.314274, 20, 87, 82, 
7, 0, 0, -0.314274, 20, 87, 82, 
7, 0, 0, -0.314274, 20, 87, 82, 
7, 0, 0, -0.314274, 20, 87, 82, 
7, 0, 0, -0.314274, 20, 87, 82, 
7, 0, 0, -0.314274, 20, 87, 82, 
7, 0, 0, -0.314274, 20, 87, 82, 
7, 0, 0, -0.314274, 20, 87, 82, 
8, 0, 0, -0.314274, 20, 87, 82, 
8, 0, 0, -0.314274, 20, 87, 82, 
8, 0, 0, -0.314274, 20, 87, 82, 
8, 0, 0, -0.314274, 20, 87, 82, 
8, 0, 0, -0.314274, 20, 87, 82, 
8, 0, 0, -0.314274, 20, 87, 82, 
8, 0, 0, -0.314274, 20, 87, 82, 
8, 0, 0, -0.314274, 20, 87, 82, 
8, 0, 0, -0.314274, 20, 87, 82, 
8, 0, 0, -0.314274, 20, 87, 82, 
9, 0, 0, -0.314274, 20, 87, 82, 
9, 0, 0, -0.314274, 20, 87, 82, 
9, 0, 0, -0.314274, 20, 87, 82, 
9, 0, 0, -0.314274, 20, 87, 82, 
9, 0, 0, -0.314274, 20, 87, 82, 
9, 0, 0, -0.314274, 20, 87, 82, 
9, 0, 0, -0.314274, 20, 87, 82, 
9, 0, 0, -0.314274, 20, 87, 82, 
9, 0, 0, -0.314274, 20, 87, 82, 
9, 0, 0, -0.314274, 20, 87, 82, 
10, 0, 0, -0.314274, 20, 87, 82, 
10, 0, 0, -0.314274, 20, 87, 82, 
10, 0, 0, -0.314274, 20, 87, 82, 
10, 0, 0, -0.314274, 20, 87, 82, 
10, 0, 0, -0.314274, 20, 87, 82, 
10, 0, 0, -0.314274, 20, 87, 82, 
10, 0, 0, -0.314274, 20, 87, 82, 
10, 0, 0, -0.314274, 20, 87, 82, 
10, 0, 0, -0.314274, 20, 87, 82, 
10, 0, 0, -0.314274, 20, 87, 82, 
11, 0, 0, -0.314274, 20, 87, 82, 
11, 0, 0, -0.314274, 20, 87, 82, 
11, 0, 0, -0.314274, 20, 87, 82, 
11, 0, 0, -0.314274, 20, 87, 82, 
11, 0, 0, -0.314274, 20, 87, 82, 
11, 0, 0, -0.314274, 20, 87, 82, 
11, 0, 0, -0.314274, 20, 87, 82, 
11, 0, 0, -0.314274, 20, 87, 82, 
11, 0, 0, -0.314274, 20, 87, 82, 
11, 0, 0, -0.314274, 20, 87, 82, 
12, 0, 0, -0.314274, 20, 87, 82, 
12, 0, 0, -0.314274, 20, 87, 82, 
12, 0, 0, -0.314274, 20, 87, 82, 
12, 0, 0, -0.314274, 20, 87, 82, 
12, 0, 0, -0.314274, 20, 87, 82, 
12, 0, 0, -0.314274, 20, 87, 82, 
12, 0, 0, -0.314274, 20, 87, 82, 
12, 0, 0, -0.314274, 20, 87, 82, 
12, 0, 0, -0.314274, 20, 87, 82, 
12, 0, 0, -0.314274, 20, 87, 82, 
13, 0, 0, -0.314274, 20, 87, 82, 
13, 0, 0, -0.314274, 20, 87, 82, 
13, 0, 0, -0.314274, 20, 87, 82, 
13, 0, 0, -0.314274, 20, 87, 82, 
13, 0, 0, -0.314274, 20, 87, 82, 
13, 0, 0, -0.314274, 20, 87, 82, 
13, 0, 0, -0.314274, 20, 87, 82, 
13, 0, 0, -0.314274, 20, 87, 82, 
13, 0, 0, -0.314274, 20, 87, 82, 
13, 0, 0, -0.314274, 20, 87, 82, 
14, 0, 0, -0.314274, 20, 87, 82, 
14, 0, 0, -0.314274, 20, 87, 82, 
